state,county,candidate,party,total_votes,won,candidate_2
District of Columbia,Ward 6,Howie Hawkins,GRN,204,FALSE,Other
District of Columbia,Ward 6,Gloria La Riva,PSL,90,FALSE,Other
District of Columbia,Ward 6,Brock Pierce,IND,73,FALSE,Other
District of Columbia,Ward 7,Joe Biden,DEM,33182,TRUE,Joe Biden
District of Columbia,Ward 7,Donald Trump,REP,997,FALSE,Donald Trump
District of Columbia,Ward 7,Write-ins,WRI,239,FALSE,Other
District of Columbia,Ward 7,Howie Hawkins,GRN,201,FALSE,Other
District of Columbia,Ward 7,Brock Pierce,IND,119,FALSE,Other
District of Columbia,Ward 7,Gloria La Riva,PSL,104,FALSE,Other
District of Columbia,Ward 7,Jo Jorgensen,LIB,103,FALSE,Other
District of Columbia,Ward 8,Joe Biden,DEM,28352,TRUE,Joe Biden
District of Columbia,Ward 8,Donald Trump,REP,956,FALSE,Donald Trump
District of Columbia,Ward 8,Write-ins,WRI,186,FALSE,Other
District of Columbia,Ward 8,Howie Hawkins,GRN,178,FALSE,Other
District of Columbia,Ward 8,Brock Pierce,IND,151,FALSE,Other
District of Columbia,Ward 8,Gloria La Riva,PSL,130,FALSE,Other
District of Columbia,Ward 8,Jo Jorgensen,LIB,115,FALSE,Other
Florida,Alachua County,Joe Biden,DEM,89527,TRUE,Joe Biden
Florida,Alachua County,Donald Trump,REP,50891,FALSE,Donald Trump
Florida,Alachua County,Jo Jorgensen,LIB,1389,FALSE,Other
Florida,Alachua County,Write-ins,WRI,461,FALSE,Other
Florida,Alachua County,Howie Hawkins,GRN,301,FALSE,Other
Florida,Alachua County,Gloria La Riva,PSL,94,FALSE,Other
Florida,Alachua County,Rocky De La Fuente,ALI,69,FALSE,Other
Florida,Alachua County,Don Blankenship,CST,52,FALSE,Other
Florida,Baker County,Donald Trump,REP,11911,TRUE,Donald Trump
Florida,Baker County,Joe Biden,DEM,2037,FALSE,Joe Biden
Florida,Baker County,Jo Jorgensen,LIB,93,FALSE,Other
Florida,Baker County,Write-ins,WRI,23,FALSE,Other
Florida,Baker County,Howie Hawkins,GRN,10,FALSE,Other
Florida,Baker County,Rocky De La Fuente,ALI,4,FALSE,Other
Florida,Baker County,Gloria La Riva,PSL,3,FALSE,Other
Florida,Baker County,Don Blankenship,CST,1,FALSE,Other
Florida,Bay County,Donald Trump,REP,66063,TRUE,Donald Trump
Florida,Bay County,Joe Biden,DEM,25572,FALSE,Joe Biden
Florida,Bay County,Jo Jorgensen,LIB,998,FALSE,Other
Florida,Bay County,Write-ins,WRI,205,FALSE,Other
Florida,Bay County,Howie Hawkins,GRN,142,FALSE,Other
Florida,Bay County,Rocky De La Fuente,ALI,54,FALSE,Other
Florida,Bay County,Don Blankenship,CST,52,FALSE,Other
Florida,Bay County,Gloria La Riva,PSL,45,FALSE,Other
Florida,Bradford County,Donald Trump,REP,10334,TRUE,Donald Trump
Florida,Bradford County,Joe Biden,DEM,3160,FALSE,Joe Biden
Florida,Bradford County,Jo Jorgensen,LIB,110,FALSE,Other
Florida,Bradford County,Write-ins,WRI,19,FALSE,Other
Florida,Bradford County,Howie Hawkins,GRN,11,FALSE,Other
Florida,Bradford County,Rocky De La Fuente,ALI,7,FALSE,Other
Florida,Bradford County,Don Blankenship,CST,6,FALSE,Other
Florida,Bradford County,Gloria La Riva,PSL,3,FALSE,Other
Florida,Brevard County,Donald Trump,REP,207857,TRUE,Donald Trump
Florida,Brevard County,Joe Biden,DEM,148479,FALSE,Joe Biden
Florida,Brevard County,Jo Jorgensen,LIB,3176,FALSE,Other
Florida,Brevard County,Howie Hawkins,GRN,553,FALSE,Other
Florida,Brevard County,Rocky De La Fuente,ALI,222,FALSE,Other
Florida,Brevard County,Don Blankenship,CST,171,FALSE,Other
Florida,Brevard County,Gloria La Riva,PSL,164,FALSE,Other
Florida,Brevard County,Write-ins,WRI,44,FALSE,Other
Florida,Broward County,Joe Biden,DEM,618597,TRUE,Joe Biden
Florida,Broward County,Donald Trump,REP,333346,FALSE,Donald Trump
Florida,Broward County,Jo Jorgensen,LIB,3111,FALSE,Other
Florida,Broward County,Write-ins,WRI,2030,FALSE,Other
Florida,Broward County,Howie Hawkins,GRN,1253,FALSE,Other
Florida,Broward County,Rocky De La Fuente,ALI,426,FALSE,Other
Florida,Broward County,Gloria La Riva,PSL,417,FALSE,Other
Florida,Broward County,Don Blankenship,CST,238,FALSE,Other
Florida,Calhoun County,Donald Trump,REP,5274,TRUE,Donald Trump
Florida,Calhoun County,Joe Biden,DEM,1209,FALSE,Joe Biden
Florida,Calhoun County,Jo Jorgensen,LIB,29,FALSE,Other
Florida,Calhoun County,Write-ins,WRI,11,FALSE,Other
Florida,Calhoun County,Rocky De La Fuente,ALI,4,FALSE,Other
Florida,Calhoun County,Howie Hawkins,GRN,4,FALSE,Other
Florida,Calhoun County,Gloria La Riva,PSL,4,FALSE,Other
Florida,Calhoun County,Don Blankenship,CST,2,FALSE,Other
Florida,Charlotte County,Donald Trump,REP,73202,TRUE,Donald Trump
Florida,Charlotte County,Joe Biden,DEM,42240,FALSE,Joe Biden
Florida,Charlotte County,Jo Jorgensen,LIB,564,FALSE,Other
Florida,Charlotte County,Write-ins,WRI,222,FALSE,Other
Florida,Charlotte County,Howie Hawkins,GRN,127,FALSE,Other
Florida,Charlotte County,Rocky De La Fuente,ALI,49,FALSE,Other
Florida,Charlotte County,Don Blankenship,CST,45,FALSE,Other
Florida,Charlotte County,Gloria La Riva,PSL,32,FALSE,Other
Florida,Citrus County,Donald Trump,REP,65348,TRUE,Donald Trump
Florida,Citrus County,Joe Biden,DEM,27088,FALSE,Joe Biden
Florida,Citrus County,Jo Jorgensen,LIB,548,FALSE,Other
Florida,Citrus County,Write-ins,WRI,189,FALSE,Other
Florida,Citrus County,Howie Hawkins,GRN,86,FALSE,Other
Florida,Citrus County,Don Blankenship,CST,49,FALSE,Other
Florida,Citrus County,Rocky De La Fuente,ALI,42,FALSE,Other
Florida,Citrus County,Gloria La Riva,PSL,30,FALSE,Other
Florida,Clay County,Donald Trump,REP,84470,TRUE,Donald Trump
Florida,Clay County,Joe Biden,DEM,38294,FALSE,Joe Biden
Florida,Clay County,Jo Jorgensen,LIB,1285,FALSE,Other
Florida,Clay County,Write-ins,WRI,263,FALSE,Other
Florida,Clay County,Howie Hawkins,GRN,153,FALSE,Other
Florida,Clay County,Don Blankenship,CST,57,FALSE,Other
Florida,Clay County,Gloria La Riva,PSL,55,FALSE,Other
Florida,Clay County,Rocky De La Fuente,ALI,45,FALSE,Other
Florida,Collier County,Donald Trump,REP,128936,TRUE,Donald Trump
Florida,Collier County,Joe Biden,DEM,77595,FALSE,Joe Biden
Florida,Collier County,Jo Jorgensen,LIB,889,FALSE,Other
Florida,Collier County,Howie Hawkins,GRN,186,FALSE,Other
Florida,Collier County,Rocky De La Fuente,ALI,64,FALSE,Other
Florida,Collier County,Gloria La Riva,PSL,49,FALSE,Other
Florida,Collier County,Don Blankenship,CST,39,FALSE,Other
Florida,Columbia County,Donald Trump,REP,23835,TRUE,Donald Trump
Florida,Columbia County,Joe Biden,DEM,8912,FALSE,Joe Biden
Florida,Columbia County,Jo Jorgensen,LIB,224,FALSE,Other
Florida,Columbia County,Howie Hawkins,GRN,28,FALSE,Other
Florida,Columbia County,Gloria La Riva,PSL,20,FALSE,Other
Florida,Columbia County,Rocky De La Fuente,ALI,12,FALSE,Other
Florida,Columbia County,Don Blankenship,CST,8,FALSE,Other
Florida,Columbia County,Write-ins,WRI,0,FALSE,Other
Florida,DeSoto County,Donald Trump,REP,8313,TRUE,Donald Trump
Florida,DeSoto County,Joe Biden,DEM,4259,FALSE,Joe Biden
Florida,DeSoto County,Jo Jorgensen,LIB,52,FALSE,Other
Florida,DeSoto County,Write-ins,WRI,17,FALSE,Other
Florida,DeSoto County,Rocky De La Fuente,ALI,12,FALSE,Other
Florida,DeSoto County,Gloria La Riva,PSL,11,FALSE,Other
Florida,DeSoto County,Howie Hawkins,GRN,8,FALSE,Other
Florida,DeSoto County,Don Blankenship,CST,4,FALSE,Other
Florida,Dixie County,Donald Trump,REP,6758,TRUE,Donald Trump
Florida,Dixie County,Joe Biden,DEM,1364,FALSE,Joe Biden
Florida,Dixie County,Jo Jorgensen,LIB,27,FALSE,Other
Florida,Dixie County,Write-ins,WRI,6,FALSE,Other
Florida,Dixie County,Rocky De La Fuente,ALI,5,FALSE,Other
Florida,Dixie County,Howie Hawkins,GRN,5,FALSE,Other
Florida,Dixie County,Don Blankenship,CST,4,FALSE,Other
Florida,Dixie County,Gloria La Riva,PSL,2,FALSE,Other
Florida,Duval County,Joe Biden,DEM,252450,TRUE,Joe Biden
Florida,Duval County,Donald Trump,REP,233687,FALSE,Donald Trump
Florida,Duval County,Jo Jorgensen,LIB,4782,FALSE,Other
Florida,Duval County,Howie Hawkins,GRN,772,FALSE,Other
Florida,Duval County,Gloria La Riva,PSL,328,FALSE,Other
Florida,Duval County,Rocky De La Fuente,ALI,319,FALSE,Other
Florida,Duval County,Don Blankenship,CST,218,FALSE,Other
Florida,Duval County,Write-ins,WRI,0,FALSE,Other
Florida,Escambia County,Donald Trump,REP,96655,TRUE,Donald Trump
Florida,Escambia County,Joe Biden,DEM,70893,FALSE,Joe Biden
Florida,Escambia County,Jo Jorgensen,LIB,2141,FALSE,Other
Florida,Escambia County,Howie Hawkins,GRN,255,FALSE,Other
Florida,Escambia County,Gloria La Riva,PSL,137,FALSE,Other
Florida,Escambia County,Rocky De La Fuente,ALI,105,FALSE,Other
Florida,Escambia County,Don Blankenship,CST,92,FALSE,Other
Florida,Escambia County,Write-ins,WRI,33,FALSE,Other
Florida,Flagler County,Donald Trump,REP,43039,TRUE,Donald Trump
Florida,Flagler County,Joe Biden,DEM,28148,FALSE,Joe Biden
Florida,Flagler County,Jo Jorgensen,LIB,359,FALSE,Other
Florida,Flagler County,Write-ins,WRI,152,FALSE,Other
Florida,Flagler County,Howie Hawkins,GRN,69,FALSE,Other
Florida,Flagler County,Rocky De La Fuente,ALI,30,FALSE,Other
Florida,Flagler County,Gloria La Riva,PSL,29,FALSE,Other
Florida,Flagler County,Don Blankenship,CST,20,FALSE,Other
Florida,Franklin County,Donald Trump,REP,4675,TRUE,Donald Trump
Florida,Franklin County,Joe Biden,DEM,2118,FALSE,Joe Biden
Florida,Franklin County,Jo Jorgensen,LIB,27,FALSE,Other
Florida,Franklin County,Howie Hawkins,GRN,12,FALSE,Other
Florida,Franklin County,Write-ins,WRI,10,FALSE,Other
Florida,Franklin County,Gloria La Riva,PSL,8,FALSE,Other
Florida,Franklin County,Rocky De La Fuente,ALI,4,FALSE,Other
Florida,Franklin County,Don Blankenship,CST,3,FALSE,Other
Florida,Gadsden County,Joe Biden,DEM,16152,TRUE,Joe Biden
Florida,Gadsden County,Donald Trump,REP,7465,FALSE,Donald Trump
Florida,Gadsden County,Jo Jorgensen,LIB,96,FALSE,Other
Florida,Gadsden County,Write-ins,WRI,39,FALSE,Other
Florida,Gadsden County,Howie Hawkins,GRN,21,FALSE,Other
Florida,Gadsden County,Gloria La Riva,PSL,10,FALSE,Other
Florida,Gadsden County,Don Blankenship,CST,9,FALSE,Other
Florida,Gadsden County,Rocky De La Fuente,ALI,8,FALSE,Other
Florida,Gilchrist County,Donald Trump,REP,7895,TRUE,Donald Trump
Florida,Gilchrist County,Joe Biden,DEM,1700,FALSE,Joe Biden
Florida,Gilchrist County,Jo Jorgensen,LIB,61,FALSE,Other
Florida,Gilchrist County,Write-ins,WRI,20,FALSE,Other
Florida,Gilchrist County,Howie Hawkins,GRN,13,FALSE,Other
Florida,Gilchrist County,Rocky De La Fuente,ALI,6,FALSE,Other
Florida,Gilchrist County,Don Blankenship,CST,5,FALSE,Other
Florida,Gilchrist County,Gloria La Riva,PSL,2,FALSE,Other
Florida,Glades County,Donald Trump,REP,3781,TRUE,Donald Trump
Florida,Glades County,Joe Biden,DEM,1384,FALSE,Joe Biden
Florida,Glades County,Jo Jorgensen,LIB,21,FALSE,Other
Florida,Glades County,Write-ins,WRI,10,FALSE,Other
Florida,Glades County,Howie Hawkins,GRN,4,FALSE,Other
Florida,Glades County,Gloria La Riva,PSL,1,FALSE,Other
Florida,Glades County,Don Blankenship,CST,0,FALSE,Other
Florida,Glades County,Rocky De La Fuente,ALI,0,FALSE,Other
Florida,Gulf County,Donald Trump,REP,6113,TRUE,Donald Trump
Florida,Gulf County,Joe Biden,DEM,1985,FALSE,Joe Biden
Florida,Gulf County,Jo Jorgensen,LIB,48,FALSE,Other
Florida,Gulf County,Write-ins,WRI,9,FALSE,Other
Florida,Gulf County,Don Blankenship,CST,6,FALSE,Other
Florida,Gulf County,Rocky De La Fuente,ALI,6,FALSE,Other
Florida,Gulf County,Howie Hawkins,GRN,5,FALSE,Other
Florida,Gulf County,Gloria La Riva,PSL,0,FALSE,Other
Florida,Hamilton County,Donald Trump,REP,3815,TRUE,Donald Trump
Florida,Hamilton County,Joe Biden,DEM,1963,FALSE,Joe Biden
Florida,Hamilton County,Jo Jorgensen,LIB,33,FALSE,Other
Florida,Hamilton County,Write-ins,WRI,9,FALSE,Other
Florida,Hamilton County,Howie Hawkins,GRN,8,FALSE,Other
Florida,Hamilton County,Rocky De La Fuente,ALI,6,FALSE,Other
Florida,Hamilton County,Don Blankenship,CST,2,FALSE,Other
Florida,Hamilton County,Gloria La Riva,PSL,2,FALSE,Other
Florida,Hardee County,Donald Trump,REP,6122,TRUE,Donald Trump
Florida,Hardee County,Joe Biden,DEM,2298,FALSE,Joe Biden
Florida,Hardee County,Jo Jorgensen,LIB,40,FALSE,Other
Florida,Hardee County,Rocky De La Fuente,ALI,10,FALSE,Other
Florida,Hardee County,Howie Hawkins,GRN,8,FALSE,Other
Florida,Hardee County,Gloria La Riva,PSL,6,FALSE,Other
Florida,Hardee County,Don Blankenship,CST,1,FALSE,Other
Florida,Hendry County,Donald Trump,REP,7904,TRUE,Donald Trump
Florida,Hendry County,Joe Biden,DEM,4929,FALSE,Joe Biden
Florida,Hendry County,Jo Jorgensen,LIB,65,FALSE,Other
Florida,Hendry County,Write-ins,WRI,17,FALSE,Other
Florida,Hendry County,Howie Hawkins,GRN,13,FALSE,Other
Florida,Hendry County,Rocky De La Fuente,ALI,11,FALSE,Other
Florida,Hendry County,Gloria La Riva,PSL,8,FALSE,Other
Florida,Hendry County,Don Blankenship,CST,7,FALSE,Other
Florida,Hernando County,Donald Trump,REP,70321,TRUE,Donald Trump
Florida,Hernando County,Joe Biden,DEM,37446,FALSE,Joe Biden
Florida,Hernando County,Jo Jorgensen,LIB,685,FALSE,Other
Florida,Hernando County,Don Blankenship,CST,235,FALSE,Other
Florida,Hernando County,Write-ins,WRI,235,FALSE,Other
Florida,Hernando County,Howie Hawkins,GRN,148,FALSE,Other
Florida,Hernando County,Rocky De La Fuente,ALI,62,FALSE,Other
Florida,Hernando County,Gloria La Riva,PSL,44,FALSE,Other
Florida,Highlands County,Donald Trump,REP,34846,TRUE,Donald Trump
Florida,Highlands County,Joe Biden,DEM,16917,FALSE,Joe Biden
Florida,Highlands County,Jo Jorgensen,LIB,221,FALSE,Other
Florida,Highlands County,Howie Hawkins,GRN,53,FALSE,Other
Florida,Highlands County,Don Blankenship,CST,28,FALSE,Other
Florida,Highlands County,Rocky De La Fuente,ALI,28,FALSE,Other
Florida,Highlands County,Gloria La Riva,PSL,24,FALSE,Other
Florida,Hillsborough County,Joe Biden,DEM,376196,TRUE,Joe Biden
Florida,Hillsborough County,Donald Trump,REP,327306,FALSE,Donald Trump
Florida,Hillsborough County,Jo Jorgensen,LIB,5661,FALSE,Other
Florida,Hillsborough County,Howie Hawkins,GRN,1186,FALSE,Other
Florida,Hillsborough County,Rocky De La Fuente,ALI,574,FALSE,Other
Florida,Hillsborough County,Gloria La Riva,PSL,529,FALSE,Other
Florida,Hillsborough County,Don Blankenship,CST,270,FALSE,Other
Florida,Holmes County,Donald Trump,REP,8079,TRUE,Donald Trump
Florida,Holmes County,Joe Biden,DEM,924,FALSE,Joe Biden
Florida,Holmes County,Jo Jorgensen,LIB,48,FALSE,Other
Florida,Holmes County,Write-ins,WRI,10,FALSE,Other
Florida,Holmes County,Howie Hawkins,GRN,9,FALSE,Other
Florida,Holmes County,Don Blankenship,CST,4,FALSE,Other
Florida,Holmes County,Rocky De La Fuente,ALI,2,FALSE,Other
Florida,Holmes County,Gloria La Riva,PSL,1,FALSE,Other
Florida,Indian River County,Donald Trump,REP,58870,TRUE,Donald Trump
Florida,Indian River County,Joe Biden,DEM,37843,FALSE,Joe Biden
Florida,Indian River County,Jo Jorgensen,LIB,534,FALSE,Other
Florida,Indian River County,Write-ins,WRI,259,FALSE,Other
Florida,Indian River County,Howie Hawkins,GRN,117,FALSE,Other
Florida,Indian River County,Rocky De La Fuente,ALI,43,FALSE,Other
Florida,Indian River County,Don Blankenship,CST,38,FALSE,Other
Florida,Indian River County,Gloria La Riva,PSL,33,FALSE,Other
Florida,Jackson County,Donald Trump,REP,15488,TRUE,Donald Trump
Florida,Jackson County,Joe Biden,DEM,6766,FALSE,Joe Biden
Florida,Jackson County,Jo Jorgensen,LIB,116,FALSE,Other
Florida,Jackson County,Rocky De La Fuente,ALI,13,FALSE,Other
Florida,Jackson County,Howie Hawkins,GRN,13,FALSE,Other
Florida,Jackson County,Gloria La Riva,PSL,13,FALSE,Other
Florida,Jackson County,Don Blankenship,CST,5,FALSE,Other
Florida,Jackson County,Write-ins,WRI,5,FALSE,Other
Florida,Jefferson County,Donald Trump,REP,4478,TRUE,Donald Trump
Florida,Jefferson County,Joe Biden,DEM,3895,FALSE,Joe Biden
Florida,Jefferson County,Jo Jorgensen,LIB,46,FALSE,Other
Florida,Jefferson County,Write-ins,WRI,20,FALSE,Other
Florida,Jefferson County,Howie Hawkins,GRN,13,FALSE,Other
Florida,Jefferson County,Don Blankenship,CST,5,FALSE,Other
Florida,Jefferson County,Rocky De La Fuente,ALI,4,FALSE,Other
Florida,Jefferson County,Gloria La Riva,PSL,4,FALSE,Other
Florida,Lafayette County,Donald Trump,REP,3128,TRUE,Donald Trump
Florida,Lafayette County,Joe Biden,DEM,509,FALSE,Joe Biden
Florida,Lafayette County,Jo Jorgensen,LIB,14,FALSE,Other
Florida,Lafayette County,Write-ins,WRI,4,FALSE,Other
Florida,Lafayette County,Don Blankenship,CST,2,FALSE,Other
Florida,Lafayette County,Howie Hawkins,GRN,2,FALSE,Other
Florida,Lafayette County,Rocky De La Fuente,ALI,1,FALSE,Other
Florida,Lafayette County,Gloria La Riva,PSL,1,FALSE,Other
Florida,Lake County,Donald Trump,REP,125853,TRUE,Donald Trump
Florida,Lake County,Joe Biden,DEM,83491,FALSE,Joe Biden
Florida,Lake County,Jo Jorgensen,LIB,1385,FALSE,Other
Florida,Lake County,Write-ins,WRI,424,FALSE,Other
Florida,Lake County,Howie Hawkins,GRN,254,FALSE,Other
Florida,Lake County,Rocky De La Fuente,ALI,120,FALSE,Other
Florida,Lake County,Gloria La Riva,PSL,96,FALSE,Other
Florida,Lake County,Don Blankenship,CST,79,FALSE,Other
Florida,Lee County,Donald Trump,REP,233242,TRUE,Donald Trump
Florida,Lee County,Joe Biden,DEM,157672,FALSE,Joe Biden
Florida,Lee County,Jo Jorgensen,LIB,2016,FALSE,Other
Florida,Lee County,Howie Hawkins,GRN,440,FALSE,Other
Florida,Lee County,Rocky De La Fuente,ALI,187,FALSE,Other
Florida,Lee County,Gloria La Riva,PSL,176,FALSE,Other
Florida,Lee County,Don Blankenship,CST,121,FALSE,Other
Florida,Leon County,Joe Biden,DEM,103492,TRUE,Joe Biden
Florida,Leon County,Donald Trump,REP,57446,FALSE,Donald Trump
Florida,Leon County,Jo Jorgensen,LIB,1342,FALSE,Other
Florida,Leon County,Howie Hawkins,GRN,271,FALSE,Other
Florida,Leon County,Gloria La Riva,PSL,122,FALSE,Other
Florida,Leon County,Rocky De La Fuente,ALI,98,FALSE,Other
Florida,Leon County,Don Blankenship,CST,71,FALSE,Other
Florida,Leon County,Write-ins,WRI,53,FALSE,Other
Florida,Levy County,Donald Trump,REP,16746,TRUE,Donald Trump
Florida,Levy County,Joe Biden,DEM,6203,FALSE,Joe Biden
Florida,Levy County,Jo Jorgensen,LIB,131,FALSE,Other
Florida,Levy County,Write-ins,WRI,41,FALSE,Other
Florida,Levy County,Howie Hawkins,GRN,25,FALSE,Other
Florida,Levy County,Rocky De La Fuente,ALI,14,FALSE,Other
Florida,Levy County,Don Blankenship,CST,13,FALSE,Other
Florida,Levy County,Gloria La Riva,PSL,7,FALSE,Other
Florida,Liberty County,Donald Trump,REP,2846,TRUE,Donald Trump
Florida,Liberty County,Joe Biden,DEM,693,FALSE,Joe Biden
Florida,Liberty County,Jo Jorgensen,LIB,14,FALSE,Other
Florida,Liberty County,Write-ins,WRI,4,FALSE,Other
Florida,Liberty County,Rocky De La Fuente,ALI,2,FALSE,Other
Florida,Liberty County,Howie Hawkins,GRN,2,FALSE,Other
Florida,Liberty County,Don Blankenship,CST,1,FALSE,Other
Florida,Liberty County,Gloria La Riva,PSL,0,FALSE,Other
Florida,Madison County,Donald Trump,REP,5576,TRUE,Donald Trump
Florida,Madison County,Joe Biden,DEM,3747,FALSE,Joe Biden
Florida,Madison County,Jo Jorgensen,LIB,32,FALSE,Other
Florida,Madison County,Howie Hawkins,GRN,13,FALSE,Other
Florida,Madison County,Don Blankenship,CST,5,FALSE,Other
Florida,Madison County,Gloria La Riva,PSL,4,FALSE,Other
Florida,Madison County,Rocky De La Fuente,ALI,3,FALSE,Other
Florida,Madison County,Write-ins,WRI,0,FALSE,Other
Florida,Manatee County,Donald Trump,REP,124966,TRUE,Donald Trump
Florida,Manatee County,Joe Biden,DEM,90127,FALSE,Joe Biden
Florida,Manatee County,Jo Jorgensen,LIB,1285,FALSE,Other
Florida,Manatee County,Howie Hawkins,GRN,258,FALSE,Other
Florida,Manatee County,Rocky De La Fuente,ALI,96,FALSE,Other
Florida,Manatee County,Gloria La Riva,PSL,78,FALSE,Other
Florida,Manatee County,Don Blankenship,CST,69,FALSE,Other
Florida,Marion County,Donald Trump,REP,127825,TRUE,Donald Trump
Florida,Marion County,Joe Biden,DEM,74848,FALSE,Joe Biden
Florida,Marion County,Jo Jorgensen,LIB,1180,FALSE,Other
Florida,Marion County,Write-ins,WRI,271,FALSE,Other
Florida,Marion County,Howie Hawkins,GRN,228,FALSE,Other
Florida,Marion County,Gloria La Riva,PSL,98,FALSE,Other
Florida,Marion County,Rocky De La Fuente,ALI,91,FALSE,Other
Florida,Marion County,Don Blankenship,CST,80,FALSE,Other
Florida,Martin County,Donald Trump,REP,61152,TRUE,Donald Trump
Florida,Martin County,Joe Biden,DEM,36878,FALSE,Joe Biden
Florida,Martin County,Jo Jorgensen,LIB,448,FALSE,Other
Florida,Martin County,Write-ins,WRI,218,FALSE,Other
Florida,Martin County,Howie Hawkins,GRN,105,FALSE,Other
Florida,Martin County,Rocky De La Fuente,ALI,38,FALSE,Other
Florida,Martin County,Don Blankenship,CST,37,FALSE,Other
Florida,Martin County,Gloria La Riva,PSL,35,FALSE,Other
Florida,Miami-Dade County,Joe Biden,DEM,617647,TRUE,Joe Biden
Florida,Miami-Dade County,Donald Trump,REP,532734,FALSE,Donald Trump
Florida,Miami-Dade County,Jo Jorgensen,LIB,3329,FALSE,Other
Florida,Miami-Dade County,Write-ins,WRI,2129,FALSE,Other
Florida,Miami-Dade County,Howie Hawkins,GRN,1287,FALSE,Other
Florida,Miami-Dade County,Rocky De La Fuente,ALI,602,FALSE,Other
Florida,Miami-Dade County,Gloria La Riva,PSL,579,FALSE,Other
Florida,Miami-Dade County,Don Blankenship,CST,293,FALSE,Other
Florida,Monroe County,Donald Trump,REP,25688,TRUE,Donald Trump
Florida,Monroe County,Joe Biden,DEM,21864,FALSE,Joe Biden
Florida,Monroe County,Jo Jorgensen,LIB,347,FALSE,Other
Florida,Monroe County,Write-ins,WRI,110,FALSE,Other
Florida,Monroe County,Howie Hawkins,GRN,51,FALSE,Other
Florida,Monroe County,Rocky De La Fuente,ALI,26,FALSE,Other
Florida,Monroe County,Gloria La Riva,PSL,14,FALSE,Other
Florida,Monroe County,Don Blankenship,CST,12,FALSE,Other
Florida,Nassau County,Donald Trump,REP,42563,TRUE,Donald Trump
Florida,Nassau County,Joe Biden,DEM,15561,FALSE,Joe Biden
Florida,Nassau County,Jo Jorgensen,LIB,569,FALSE,Other
Florida,Nassau County,Write-ins,WRI,109,FALSE,Other
Florida,Nassau County,Howie Hawkins,GRN,43,FALSE,Other
Florida,Nassau County,Rocky De La Fuente,ALI,28,FALSE,Other
Florida,Nassau County,Don Blankenship,CST,24,FALSE,Other
Florida,Nassau County,Gloria La Riva,PSL,12,FALSE,Other
Florida,Okaloosa County,Donald Trump,REP,79771,TRUE,Donald Trump
Florida,Okaloosa County,Joe Biden,DEM,34227,FALSE,Joe Biden
Florida,Okaloosa County,Jo Jorgensen,LIB,1879,FALSE,Other
Florida,Okaloosa County,Write-ins,WRI,389,FALSE,Other
Florida,Okaloosa County,Howie Hawkins,GRN,183,FALSE,Other
Florida,Okaloosa County,Don Blankenship,CST,79,FALSE,Other
Florida,Okaloosa County,Rocky De La Fuente,ALI,76,FALSE,Other
Florida,Okaloosa County,Gloria La Riva,PSL,73,FALSE,Other
Florida,Okeechobee County,Donald Trump,REP,11470,TRUE,Donald Trump
Florida,Okeechobee County,Joe Biden,DEM,4389,FALSE,Joe Biden
Florida,Okeechobee County,Jo Jorgensen,LIB,66,FALSE,Other
Florida,Okeechobee County,Write-ins,WRI,31,FALSE,Other
Florida,Okeechobee County,Don Blankenship,CST,8,FALSE,Other
Florida,Okeechobee County,Rocky De La Fuente,ALI,8,FALSE,Other
Florida,Okeechobee County,Howie Hawkins,GRN,7,FALSE,Other
Florida,Okeechobee County,Gloria La Riva,PSL,4,FALSE,Other
Florida,Orange County,Joe Biden,DEM,394857,TRUE,Joe Biden
Florida,Orange County,Donald Trump,REP,245325,FALSE,Donald Trump
Florida,Orange County,Jo Jorgensen,LIB,4682,FALSE,Other
Florida,Orange County,Howie Hawkins,GRN,1143,FALSE,Other
Florida,Orange County,Gloria La Riva,PSL,444,FALSE,Other
Florida,Orange County,Rocky De La Fuente,ALI,385,FALSE,Other
Florida,Orange County,Don Blankenship,CST,223,FALSE,Other
Florida,Osceola County,Joe Biden,DEM,97278,TRUE,Joe Biden
Florida,Osceola County,Donald Trump,REP,73467,FALSE,Donald Trump
Florida,Osceola County,Jo Jorgensen,LIB,963,FALSE,Other
Florida,Osceola County,Howie Hawkins,GRN,290,FALSE,Other
Florida,Osceola County,Rocky De La Fuente,ALI,166,FALSE,Other
Florida,Osceola County,Gloria La Riva,PSL,140,FALSE,Other
Florida,Osceola County,Don Blankenship,CST,70,FALSE,Other
Florida,Palm Beach County,Joe Biden,DEM,433392,TRUE,Joe Biden
Florida,Palm Beach County,Donald Trump,REP,334642,FALSE,Donald Trump
Florida,Palm Beach County,Jo Jorgensen,LIB,3035,FALSE,Other
Florida,Palm Beach County,Howie Hawkins,GRN,891,FALSE,Other
Florida,Palm Beach County,Rocky De La Fuente,ALI,356,FALSE,Other
Florida,Palm Beach County,Gloria La Riva,PSL,335,FALSE,Other
Florida,Palm Beach County,Don Blankenship,CST,188,FALSE,Other
Florida,Pasco County,Donald Trump,REP,179545,TRUE,Donald Trump
Florida,Pasco County,Joe Biden,DEM,118918,FALSE,Joe Biden
Florida,Pasco County,Jo Jorgensen,LIB,2261,FALSE,Other
Florida,Pasco County,Howie Hawkins,GRN,466,FALSE,Other
Florida,Pasco County,Rocky De La Fuente,ALI,200,FALSE,Other
Florida,Pasco County,Gloria La Riva,PSL,169,FALSE,Other
