state,county,candidate,party,total_votes,won,candidate_2
Oklahoma,Hughes County,Joe Biden,DEM,919,FALSE,Joe Biden
Oklahoma,Hughes County,Jo Jorgensen,LIB,41,FALSE,Other
Oklahoma,Hughes County,Kanye West,IND,11,FALSE,Other
Oklahoma,Hughes County,Jade Simmons,IND,6,FALSE,Other
Oklahoma,Hughes County,Brock Pierce,IND,5,FALSE,Other
Oklahoma,Jackson County,Donald Trump,REP,6392,TRUE,Donald Trump
Oklahoma,Jackson County,Joe Biden,DEM,1646,FALSE,Joe Biden
Oklahoma,Jackson County,Jo Jorgensen,LIB,137,FALSE,Other
Oklahoma,Jackson County,Kanye West,IND,21,FALSE,Other
Oklahoma,Jackson County,Jade Simmons,IND,14,FALSE,Other
Oklahoma,Jackson County,Brock Pierce,IND,11,FALSE,Other
Oklahoma,Jefferson County,Donald Trump,REP,2026,TRUE,Donald Trump
Oklahoma,Jefferson County,Joe Biden,DEM,319,FALSE,Joe Biden
Oklahoma,Jefferson County,Jo Jorgensen,LIB,26,FALSE,Other
Oklahoma,Jefferson County,Kanye West,IND,6,FALSE,Other
Oklahoma,Jefferson County,Jade Simmons,IND,5,FALSE,Other
Oklahoma,Jefferson County,Brock Pierce,IND,3,FALSE,Other
Oklahoma,Johnston County,Donald Trump,REP,3441,TRUE,Donald Trump
Oklahoma,Johnston County,Joe Biden,DEM,738,FALSE,Joe Biden
Oklahoma,Johnston County,Jo Jorgensen,LIB,37,FALSE,Other
Oklahoma,Johnston County,Kanye West,IND,18,FALSE,Other
Oklahoma,Johnston County,Jade Simmons,IND,10,FALSE,Other
Oklahoma,Johnston County,Brock Pierce,IND,7,FALSE,Other
Oklahoma,Kay County,Donald Trump,REP,12834,TRUE,Donald Trump
Oklahoma,Kay County,Joe Biden,DEM,4040,FALSE,Joe Biden
Oklahoma,Kay County,Jo Jorgensen,LIB,265,FALSE,Other
Oklahoma,Kay County,Kanye West,IND,55,FALSE,Other
Oklahoma,Kay County,Jade Simmons,IND,32,FALSE,Other
Oklahoma,Kay County,Brock Pierce,IND,23,FALSE,Other
Oklahoma,Kingfisher County,Donald Trump,REP,5521,TRUE,Donald Trump
Oklahoma,Kingfisher County,Joe Biden,DEM,854,FALSE,Joe Biden
Oklahoma,Kingfisher County,Jo Jorgensen,LIB,64,FALSE,Other
Oklahoma,Kingfisher County,Kanye West,IND,13,FALSE,Other
Oklahoma,Kingfisher County,Jade Simmons,IND,9,FALSE,Other
Oklahoma,Kingfisher County,Brock Pierce,IND,4,FALSE,Other
Oklahoma,Kiowa County,Donald Trump,REP,2673,TRUE,Donald Trump
Oklahoma,Kiowa County,Joe Biden,DEM,699,FALSE,Joe Biden
Oklahoma,Kiowa County,Jo Jorgensen,LIB,33,FALSE,Other
Oklahoma,Kiowa County,Kanye West,IND,11,FALSE,Other
Oklahoma,Kiowa County,Brock Pierce,IND,6,FALSE,Other
Oklahoma,Kiowa County,Jade Simmons,IND,5,FALSE,Other
Oklahoma,Latimer County,Donald Trump,REP,3437,TRUE,Donald Trump
Oklahoma,Latimer County,Joe Biden,DEM,762,FALSE,Joe Biden
Oklahoma,Latimer County,Jo Jorgensen,LIB,35,FALSE,Other
Oklahoma,Latimer County,Kanye West,IND,8,FALSE,Other
Oklahoma,Latimer County,Brock Pierce,IND,4,FALSE,Other
Oklahoma,Latimer County,Jade Simmons,IND,3,FALSE,Other
Oklahoma,Le Flore County,Donald Trump,REP,15213,TRUE,Donald Trump
Oklahoma,Le Flore County,Joe Biden,DEM,3299,FALSE,Joe Biden
Oklahoma,Le Flore County,Jo Jorgensen,LIB,214,FALSE,Other
Oklahoma,Le Flore County,Kanye West,IND,36,FALSE,Other
Oklahoma,Le Flore County,Jade Simmons,IND,23,FALSE,Other
Oklahoma,Le Flore County,Brock Pierce,IND,20,FALSE,Other
Oklahoma,Lincoln County,Donald Trump,REP,12013,TRUE,Donald Trump
Oklahoma,Lincoln County,Joe Biden,DEM,2609,FALSE,Joe Biden
Oklahoma,Lincoln County,Jo Jorgensen,LIB,187,FALSE,Other
Oklahoma,Lincoln County,Kanye West,IND,35,FALSE,Other
Oklahoma,Lincoln County,Jade Simmons,IND,24,FALSE,Other
Oklahoma,Lincoln County,Brock Pierce,IND,20,FALSE,Other
Oklahoma,Logan County,Donald Trump,REP,15608,TRUE,Donald Trump
Oklahoma,Logan County,Joe Biden,DEM,5455,FALSE,Joe Biden
Oklahoma,Logan County,Jo Jorgensen,LIB,373,FALSE,Other
Oklahoma,Logan County,Kanye West,IND,70,FALSE,Other
Oklahoma,Logan County,Jade Simmons,IND,42,FALSE,Other
Oklahoma,Logan County,Brock Pierce,IND,26,FALSE,Other
Oklahoma,Love County,Donald Trump,REP,3305,TRUE,Donald Trump
Oklahoma,Love County,Joe Biden,DEM,711,FALSE,Joe Biden
Oklahoma,Love County,Jo Jorgensen,LIB,36,FALSE,Other
Oklahoma,Love County,Kanye West,IND,10,FALSE,Other
Oklahoma,Love County,Jade Simmons,IND,9,FALSE,Other
Oklahoma,Love County,Brock Pierce,IND,5,FALSE,Other
Oklahoma,McClain County,Donald Trump,REP,15295,TRUE,Donald Trump
Oklahoma,McClain County,Joe Biden,DEM,3582,FALSE,Joe Biden
Oklahoma,McClain County,Jo Jorgensen,LIB,236,FALSE,Other
Oklahoma,McClain County,Kanye West,IND,59,FALSE,Other
Oklahoma,McClain County,Jade Simmons,IND,43,FALSE,Other
Oklahoma,McClain County,Brock Pierce,IND,21,FALSE,Other
Oklahoma,McCurtain County,Donald Trump,REP,9485,TRUE,Donald Trump
Oklahoma,McCurtain County,Joe Biden,DEM,1858,FALSE,Joe Biden
Oklahoma,McCurtain County,Jo Jorgensen,LIB,64,FALSE,Other
Oklahoma,McCurtain County,Kanye West,IND,33,FALSE,Other
Oklahoma,McCurtain County,Brock Pierce,IND,15,FALSE,Other
Oklahoma,McCurtain County,Jade Simmons,IND,12,FALSE,Other
Oklahoma,McIntosh County,Donald Trump,REP,6172,TRUE,Donald Trump
Oklahoma,McIntosh County,Joe Biden,DEM,2031,FALSE,Joe Biden
Oklahoma,McIntosh County,Jo Jorgensen,LIB,78,FALSE,Other
Oklahoma,McIntosh County,Jade Simmons,IND,21,FALSE,Other
Oklahoma,McIntosh County,Kanye West,IND,17,FALSE,Other
Oklahoma,McIntosh County,Brock Pierce,IND,16,FALSE,Other
Oklahoma,Major County,Donald Trump,REP,3084,TRUE,Donald Trump
Oklahoma,Major County,Joe Biden,DEM,320,FALSE,Joe Biden
Oklahoma,Major County,Jo Jorgensen,LIB,39,FALSE,Other
Oklahoma,Major County,Brock Pierce,IND,9,FALSE,Other
Oklahoma,Major County,Kanye West,IND,8,FALSE,Other
Oklahoma,Major County,Jade Simmons,IND,7,FALSE,Other
Oklahoma,Marshall County,Donald Trump,REP,4891,TRUE,Donald Trump
Oklahoma,Marshall County,Joe Biden,DEM,1100,FALSE,Joe Biden
Oklahoma,Marshall County,Jo Jorgensen,LIB,50,FALSE,Other
Oklahoma,Marshall County,Kanye West,IND,11,FALSE,Other
Oklahoma,Marshall County,Brock Pierce,IND,7,FALSE,Other
Oklahoma,Marshall County,Jade Simmons,IND,5,FALSE,Other
Oklahoma,Mayes County,Donald Trump,REP,12749,TRUE,Donald Trump
Oklahoma,Mayes County,Joe Biden,DEM,3581,FALSE,Joe Biden
Oklahoma,Mayes County,Jo Jorgensen,LIB,197,FALSE,Other
Oklahoma,Mayes County,Brock Pierce,IND,40,FALSE,Other
Oklahoma,Mayes County,Kanye West,IND,39,FALSE,Other
Oklahoma,Mayes County,Jade Simmons,IND,20,FALSE,Other
Oklahoma,Murray County,Donald Trump,REP,4612,TRUE,Donald Trump
Oklahoma,Murray County,Joe Biden,DEM,1156,FALSE,Joe Biden
Oklahoma,Murray County,Jo Jorgensen,LIB,75,FALSE,Other
Oklahoma,Murray County,Brock Pierce,IND,20,FALSE,Other
Oklahoma,Murray County,Kanye West,IND,18,FALSE,Other
Oklahoma,Murray County,Jade Simmons,IND,13,FALSE,Other
Oklahoma,Muskogee County,Donald Trump,REP,16526,TRUE,Donald Trump
Oklahoma,Muskogee County,Joe Biden,DEM,8027,FALSE,Joe Biden
Oklahoma,Muskogee County,Jo Jorgensen,LIB,319,FALSE,Other
Oklahoma,Muskogee County,Kanye West,IND,85,FALSE,Other
Oklahoma,Muskogee County,Jade Simmons,IND,67,FALSE,Other
Oklahoma,Muskogee County,Brock Pierce,IND,57,FALSE,Other
Oklahoma,Noble County,Donald Trump,REP,3821,TRUE,Donald Trump
Oklahoma,Noble County,Joe Biden,DEM,1003,FALSE,Joe Biden
Oklahoma,Noble County,Jo Jorgensen,LIB,73,FALSE,Other
Oklahoma,Noble County,Brock Pierce,IND,16,FALSE,Other
Oklahoma,Noble County,Kanye West,IND,16,FALSE,Other
Oklahoma,Noble County,Jade Simmons,IND,9,FALSE,Other
